att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,target
-0.51087,-0.43876,-0.27984,-0.055436,0.16425,0.4179,0.64199,0.89111,1.1189,1.3308,1.467,1.5015,1.4791,1.4116,1.2461,1.055,0.82648,0.60807,0.41165,0.16642,-0.062089,-0.27891,-0.43723,-0.53558,-0.46797,-0.29173,-0.10932,0.13133,0.39201,0.62345,0.86742,1.1068,1.3513,1.4588,1.4304,1.4316,1.533,1.6404,1.5531,1.5283,1.5328,1.3544,1.1119,0.87675,0.64475,0.39165,0.14868,-0.074425,-0.29274,-0.44838,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,-1.0521,0
-0.64019,-0.53939,-0.32643,-0.063614,0.21562,0.46419,0.70233,0.94026,1.1733,1.3849,1.386,1.39,1.4668,1.4718,1.262,1.022,0.83357,0.60513,0.3478,0.086854,-0.17146,-0.41002,-0.57189,-0.62342,-0.46635,-0.26514,-0.022114,0.23347,0.46119,0.69108,0.93489,1.1631,1.4332,1.5933,1.6065,1.4852,1.369,1.3446,1.4277,1.6159,1.5632,1.3506,1.0882,0.86597,0.6462,0.38515,0.14226,-0.10885,-0.3442,-0.53384,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,-1.0355,1
-0.61545,-0.52569,-0.34387,-0.11221,0.14798,0.41666,0.6747,0.9372,1.2134,1.4277,1.5032,1.4434,1.4879,1.4305,1.2199,0.99859,0.76509,0.51422,0.26452,0.00186,-0.24649,-0.45422,-0.58742,-0.58421,-0.47618,-0.3105,-0.081009,0.15429,0.40798,0.64676,0.86605,1.099,1.3296,1.5567,1.668,1.5993,1.4797,1.4362,1.4783,1.6512,1.5795,1.3525,1.1149,0.8839,0.64418,0.39459,0.14664,-0.09836,-0.33403,-0.53769,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,-1.021,1
-0.58356,-0.48879,-0.31378,-0.073379,0.13512,0.40335,0.66624,0.89807,1.12,1.3468,1.4357,1.3745,1.4303,1.3761,1.2034,1.0049,0.80462,0.57387,0.33057,0.06819,-0.17857,-0.39929,-0.52288,-0.50901,-0.3635,-0.13759,0.11049,0.32938,0.56706,0.81155,1.0384,1.2764,1.4583,1.5631,1.5877,1.4354,1.3246,1.3225,1.4707,1.5933,1.5018,1.3373,1.1001,0.88516,0.64366,0.41314,0.16602,-0.087564,-0.3245,-0.51088,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,-1.0538,1
-0.57009,-0.49977,-0.31976,-0.076072,0.13455,0.3975,0.65188,0.89823,1.1024,1.3174,1.5189,1.493,1.459,1.5021,1.4809,1.2393,1.0015,0.74892,0.51671,0.25077,0.033659,-0.20642,-0.40914,-0.53179,-0.51647,-0.36447,-0.17006,0.047262,0.29125,0.53867,0.78073,0.9882,1.2296,1.4537,1.5728,1.5831,1.5046,1.377,1.3899,1.4956,1.4912,1.298,1.092,0.85753,0.64214,0.39579,0.15287,-0.083988,-0.30888,-0.49207,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,-1.046,1
-0.53571,-0.51243,-0.34518,-0.15083,0.053341,0.32298,0.59329,0.83338,1.0985,1.3412,1.5318,1.5104,1.449,1.5434,1.4005,1.2123,0.95483,0.72367,0.49507,0.24104,-0.005417,-0.25302,-0.44204,-0.57983,-0.55586,-0.39579,-0.18484,0.050662,0.28837,0.53495,0.75963,1.0162,1.2661,1.4875,1.6071,1.5595,1.4323,1.3904,1.4915,1.6192,1.5698,1.358,1.1037,0.84683,0.62203,0.37068,0.14966,-0.096941,-0.29997,-0.48288,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,1
-0.51366,-0.45839,-0.28609,-0.062415,0.18566,0.46074,0.6641,0.91551,1.1577,1.4155,1.5355,1.5102,1.5299,1.4327,1.2251,0.99055,0.78112,0.50211,0.24192,-0.007174,-0.23734,-0.39226,-0.55375,-0.54714,-0.39386,-0.17655,0.048695,0.2852,0.53436,0.76327,1.0081,1.1375,1.1719,1.3577,1.5387,1.6206,1.5425,1.4808,1.4643,1.5101,1.4015,1.2081,1.1259,0.88063,0.67385,0.44753,0.20918,-0.037638,-0.27136,-0.4518,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,-1.0523,0
-0.60837,-0.52371,-0.35738,-0.12446,0.13328,0.4027,0.66693,0.9071,1.1178,1.3341,1.5056,1.4267,1.4279,1.4752,1.313,1.0667,0.92852,0.70909,0.46617,0.21391,-0.050178,-0.29614,-0.49233,-0.55672,-0.5119,-0.33954,-0.13039,0.11946,0.36284,0.59206,0.81748,1.065,1.3127,1.515,1.5964,1.5163,1.4518,1.4269,1.4344,1.5776,1.5805,1.3844,1.1155,0.87531,0.66371,0.42113,0.17544,-0.088443,-0.33303,-0.52389,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,-1.0387,1
-0.65774,-0.54791,-0.34025,-0.076655,0.18573,0.4437,0.70242,0.94678,1.1487,1.3976,1.5059,1.448,1.4985,1.589,1.4502,1.2699,1.0356,0.82847,0.60988,0.3773,0.1252,-0.11719,-0.36408,-0.55847,-0.61563,-0.48784,-0.29906,-0.046647,0.20339,0.45696,0.69727,0.9377,1.1705,1.3738,1.524,1.5291,1.4978,1.3992,1.4651,1.5252,1.524,1.307,1.0531,0.82748,0.60178,0.35607,0.11802,-0.13253,-0.36531,-0.56777,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,-1.0318,1
-0.52299,-0.44315,-0.25984,-0.033934,0.22427,0.49388,0.71585,0.94145,1.1756,1.3966,1.4349,1.3946,1.4917,1.4455,1.2,1.0142,0.7866,0.60864,0.38103,0.13292,-0.034035,-0.25716,-0.42688,-0.48954,-0.41408,-0.22637,-0.008395,0.22192,0.45872,0.66079,0.88335,1.128,1.3738,1.4469,1.4487,1.372,1.3747,1.4413,1.483,1.5638,1.5683,1.3774,1.1318,0.90267,0.66036,0.41093,0.16243,-0.066402,-0.29,-0.46359,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,0
-0.61132,-0.53886,-0.35607,-0.12843,0.11605,0.3737,0.61756,0.86544,1.0754,1.3027,1.5437,1.5589,1.5132,1.6162,1.4811,1.2732,1.0966,0.8837,0.66451,0.39707,0.12539,-0.12935,-0.33346,-0.53446,-0.63543,-0.55755,-0.36487,-0.12753,0.096811,0.33676,0.56323,0.78698,1.0173,1.189,1.446,1.5733,1.6116,1.5686,1.5128,1.5462,1.5673,1.4097,1.144,0.89913,0.6469,0.40554,0.13528,-0.1174,-0.36353,-0.55909,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,-1.0201,1
-0.57234,-0.50647,-0.32012,-0.091879,0.16263,0.43277,0.68177,0.91108,1.1129,1.3725,1.5035,1.5213,1.4907,1.565,1.4145,1.237,1.0165,0.7801,0.54385,0.28553,0.031968,-0.23442,-0.41828,-0.59324,-0.5818,-0.45716,-0.26013,-0.033303,0.199,0.42562,0.64343,0.85658,1.0745,1.2796,1.4519,1.5678,1.5469,1.5368,1.465,1.4216,1.4628,1.4574,1.2208,0.97429,0.71586,0.45826,0.19683,-0.068409,-0.29147,-0.49255,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,-1.0366,1
-0.57693,-0.48693,-0.30289,-0.059052,0.18768,0.43885,0.67925,0.95265,1.1764,1.4332,1.4824,1.4139,1.4624,1.4473,1.2329,1.0427,0.82346,0.55985,0.32683,0.095718,-0.14325,-0.36321,-0.53169,-0.57564,-0.46623,-0.26123,-0.033872,0.20438,0.44019,0.68354,0.93105,1.1339,1.3587,1.582,1.6447,1.5299,1.4443,1.4199,1.4977,1.575,1.4664,1.2545,1.0715,0.85941,0.6119,0.37566,0.13929,-0.10889,-0.33092,-0.51751,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,-1.0407,0
-0.61588,-0.51802,-0.32433,-0.092922,0.13686,0.40828,0.68012,0.92935,1.1612,1.4063,1.4985,1.4606,1.5027,1.4865,1.3194,1.0833,0.85959,0.61178,0.39312,0.1333,-0.097444,-0.32492,-0.50792,-0.562,-0.51719,-0.31412,-0.094964,0.15983,0.40366,0.63002,0.86871,1.1152,1.3467,1.5411,1.605,1.5096,1.4237,1.5116,1.5696,1.5656,1.4585,1.3015,1.0447,0.81308,0.57349,0.3479,0.096221,-0.12813,-0.35496,-0.5294,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,-1.0325,1
-0.63379,-0.5379,-0.33659,-0.10579,0.15159,0.4191,0.68234,0.95783,1.1603,1.4086,1.4892,1.4346,1.4449,1.4908,1.3203,1.1575,0.94049,0.69587,0.45598,0.20083,-0.053745,-0.2972,-0.50437,-0.62115,-0.54608,-0.34204,-0.12995,0.12673,0.3732,0.61818,0.845,1.1144,1.3073,1.5281,1.651,1.5607,1.4531,1.4139,1.4723,1.5606,1.442,1.2465,1.0685,0.83043,0.60292,0.36003,0.12812,-0.12844,-0.3512,-0.53692,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,-1.0329,0
-0.56938,-0.5035,-0.30576,-0.11253,0.11535,0.38138,0.64705,0.90347,1.127,1.4167,1.5129,1.4608,1.479,1.5031,1.33,1.0512,0.83933,0.58625,0.33478,0.092477,-0.16626,-0.39369,-0.55358,-0.56201,-0.43224,-0.20384,0.014276,0.25273,0.49386,0.7294,0.98034,1.0966,1.2148,1.3949,1.6014,1.61,1.5241,1.4463,1.4481,1.5176,1.4459,1.2405,1.1065,0.89504,0.65133,0.40334,0.16207,-0.081319,-0.31971,-0.49256,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,0
-0.62627,-0.53998,-0.34981,-0.11336,0.14467,0.41267,0.65432,0.86612,1.1029,1.3299,1.4452,1.4009,1.4569,1.3619,1.218,0.98061,0.771,0.54564,0.29469,0.048524,-0.2097,-0.44298,-0.60307,-0.61439,-0.45904,-0.2384,-0.015202,0.22744,0.46866,0.68407,0.90943,1.1348,1.3896,1.5929,1.6697,1.623,1.4672,1.4248,1.4924,1.6543,1.5796,1.39,1.1397,0.89805,0.65148,0.41311,0.16555,-0.097604,-0.34337,-0.53797,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,-1.0273,1
-0.51503,-0.49317,-0.36055,-0.1751,0.1059,0.39767,0.66309,0.89822,1.0898,1.3459,1.4958,1.386,1.3522,1.4422,1.3517,1.1065,0.91645,0.72819,0.47835,0.20359,-0.045059,-0.24904,-0.42088,-0.51236,-0.50648,-0.35071,-0.12599,0.13554,0.38713,0.62918,0.86551,1.1036,1.3006,1.4822,1.5936,1.5346,1.3556,1.3046,1.3133,1.4718,1.5594,1.451,1.23,0.97012,0.73379,0.49218,0.24597,-0.019384,-0.24665,-0.42995,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,-1.0557,1
-0.59962,-0.5266,-0.34218,-0.11731,0.12579,0.3836,0.64757,0.89481,1.1637,1.3674,1.539,1.5231,1.4964,1.6303,1.5768,1.4157,1.214,1.0087,0.75918,0.50229,0.25854,-0.002563,-0.25232,-0.43156,-0.57067,-0.58225,-0.44841,-0.24346,-0.017266,0.21357,0.44305,0.66872,0.88454,1.1005,1.3422,1.477,1.5082,1.5048,1.4824,1.5005,1.5203,1.4221,1.1633,0.92161,0.67232,0.42847,0.16614,-0.087587,-0.32317,-0.51516,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,-1.0289,1
-0.58582,-0.50218,-0.35666,-0.1112,0.14111,0.3981,0.63991,0.91469,1.0969,1.3203,1.5096,1.4758,1.5162,1.5646,1.3786,1.2089,0.97482,0.75732,0.52618,0.27678,0.01402,-0.23592,-0.45163,-0.61958,-0.60453,-0.43355,-0.2159,0.01995,0.2648,0.49784,0.72554,0.9645,1.2037,1.4274,1.5721,1.6095,1.5033,1.4414,1.4605,1.5386,1.5323,1.3023,1.1187,0.87746,0.64311,0.41031,0.1685,-0.079669,-0.30923,-0.49318,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,-1.0332,1
-0.55974,-0.48005,-0.31005,-0.085271,0.1649,0.39688,0.66094,0.92328,1.1689,1.381,1.4784,1.4852,1.556,1.5169,1.3351,1.1178,0.91886,0.68071,0.44269,0.1807,-0.06045,-0.2876,-0.4835,-0.59232,-0.53516,-0.35351,-0.12879,0.11699,0.36323,0.59965,0.81925,1.0444,1.2808,1.4933,1.5892,1.5498,1.5271,1.487,1.3987,1.5318,1.5072,1.3215,1.0648,0.8265,0.5913,0.35144,0.098552,-0.13456,-0.35896,-0.5414,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,-1.0353,1
-0.57158,-0.4883,-0.28838,-0.10609,0.16608,0.43805,0.69703,0.89334,1.0983,1.3515,1.4703,1.3814,1.3694,1.4186,1.3229,1.1152,0.96144,0.71906,0.48689,0.25174,-0.009553,-0.26113,-0.46057,-0.58562,-0.55849,-0.37513,-0.1386,0.10118,0.35974,0.6001,0.84504,1.0742,1.3094,1.4977,1.5989,1.5495,1.4319,1.3686,1.4274,1.5359,1.5685,1.3714,1.1394,0.90398,0.68203,0.43188,0.19439,-0.066531,-0.29276,-0.50043,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,-1.0476,1
-0.63123,-0.53188,-0.32194,-0.066443,0.19884,0.47205,0.74943,0.93189,1.1282,1.3719,1.4851,1.4418,1.4695,1.3903,1.1696,0.98132,0.77702,0.5505,0.30285,0.056952,-0.19182,-0.40836,-0.57395,-0.58946,-0.49393,-0.26152,-0.005999,0.2404,0.4816,0.71576,0.95768,1.2035,1.456,1.605,1.6465,1.5533,1.4649,1.4607,1.5487,1.6194,1.4672,1.2419,1.0198,0.8003,0.58776,0.36136,0.11564,-0.12597,-0.35194,-0.55297,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,-1.0306,1
-0.61698,-0.53162,-0.34406,-0.13787,0.099889,0.36627,0.62376,0.86576,1.1066,1.3379,1.5174,1.5067,1.545,1.5293,1.3755,1.1487,0.96075,0.75768,0.52638,0.30744,0.049222,-0.20728,-0.42387,-0.5888,-0.5972,-0.44243,-0.2213,0.026697,0.27506,0.5056,0.74054,0.96365,1.2069,1.4154,1.603,1.6173,1.5153,1.4679,1.5373,1.5863,1.5357,1.332,1.0833,0.84813,0.60877,0.3514,0.10322,-0.14187,-0.36118,-0.55655,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,-1.0259,1
-0.5734,-0.49179,-0.34517,-0.1101,0.11966,0.38711,0.63467,0.88284,1.103,1.3349,1.494,1.5206,1.5093,1.4535,1.3496,1.13,0.93935,0.72285,0.45573,0.19704,-0.062658,-0.30579,-0.50895,-0.59645,-0.53649,-0.34505,-0.12099,0.11359,0.35335,0.59614,0.82095,1.039,1.2637,1.4868,1.63,1.5949,1.4817,1.4507,1.5519,1.5942,1.5017,1.2479,1.0782,0.83575,0.59418,0.36986,0.13278,-0.11457,-0.33547,-0.51114,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,1
-0.6175,-0.53572,-0.32599,-0.090801,0.16207,0.43768,0.70313,0.93291,1.1592,1.3897,1.5001,1.4554,1.5251,1.424,1.3008,1.0716,0.89699,0.66957,0.41841,0.1694,-0.082487,-0.31589,-0.51716,-0.61873,-0.54869,-0.36814,-0.13271,0.10658,0.34932,0.59389,0.81087,1.0428,1.2929,1.5196,1.67,1.6245,1.5012,1.4621,1.5066,1.6269,1.5169,1.2699,1.0656,0.82578,0.58606,0.34062,0.090777,-0.16228,-0.39461,-0.59074,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,-1.0239,1
-0.52003,-0.45545,-0.27568,-0.096633,0.15506,0.42312,0.67241,0.92285,1.1145,1.3776,1.4898,1.4244,1.4019,1.4499,1.2866,1.0494,0.83054,0.57431,0.32058,0.070543,-0.14538,-0.3516,-0.51124,-0.54466,-0.41773,-0.22141,0.000676,0.23089,0.46711,0.7039,0.93251,1.1427,1.3499,1.4954,1.6169,1.6045,1.4833,1.3996,1.3715,1.4385,1.5314,1.3573,1.1193,0.89397,0.64468,0.40663,0.16382,-0.075432,-0.28214,-0.44417,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,-1.0525,1
-0.70528,-0.58342,-0.36661,-0.094257,0.17581,0.4512,0.71122,0.93607,1.1789,1.4379,1.4731,1.3987,1.4255,1.4359,1.1913,0.96347,0.72961,0.47008,0.21132,-0.029825,-0.29407,-0.54311,-0.68382,-0.6233,-0.41247,-0.1548,0.090659,0.31755,0.56523,0.79921,1.0259,1.2392,1.4507,1.5767,1.611,1.4817,1.4023,1.4086,1.5933,1.6253,1.4852,1.2666,1.087,0.85289,0.61879,0.37654,0.12646,-0.11378,-0.38923,-0.61299,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,-1.0195,0
-0.60857,-0.53003,-0.33416,-0.090944,0.18739,0.43935,0.6858,0.91884,1.1338,1.3683,1.48,1.4123,1.3867,1.4064,1.2525,1.015,0.78269,0.5425,0.27108,0.027037,-0.22327,-0.4558,-0.60158,-0.61256,-0.44728,-0.20316,0.040905,0.28978,0.53481,0.77411,1.0137,1.2337,1.5,1.6032,1.6073,1.5302,1.3885,1.3925,1.494,1.596,1.5254,1.2648,1.0469,0.84868,0.60948,0.35895,0.11613,-0.10336,-0.32454,-0.53018,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,-1.0338,1
-0.56566,-0.48517,-0.29863,-0.061264,0.18524,0.39699,0.64842,0.87346,1.0946,1.3404,1.5572,1.5521,1.49,1.5111,1.5825,1.376,1.1124,0.9481,0.71959,0.46618,0.18671,-0.070611,-0.25052,-0.45914,-0.55681,-0.50746,-0.33921,-0.11063,0.12767,0.35209,0.59179,0.83871,1.0642,1.3214,1.4603,1.5395,1.4764,1.4697,1.4724,1.4427,1.4687,1.3156,1.038,0.8137,0.5898,0.35575,0.14389,-0.086689,-0.30559,-0.48278,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,-1.0448,1
-0.59706,-0.53209,-0.38968,-0.13453,0.081078,0.31367,0.56196,0.8386,1.0649,1.2712,1.504,1.5517,1.5066,1.556,1.448,1.1885,0.97692,0.75906,0.5166,0.26095,0.021773,-0.23899,-0.47609,-0.57271,-0.61964,-0.45875,-0.23033,0.029564,0.28812,0.52044,0.77108,0.98882,1.2284,1.4619,1.5866,1.5936,1.5492,1.4614,1.4379,1.5877,1.5641,1.3406,1.0852,0.86753,0.62401,0.38539,0.13436,-0.096416,-0.34827,-0.52547,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,-1.0236,1
